RTlexdec,RTnaming,Word,Familiarity,AgeSubject,WordCategory,WrittenFrequency,WrittenSpokenFrequencyRatio,FamilySize,DerivationalEntropy,InflectionalEntropy,NumberSimplexSynsets,NumberComplexSynsets,LengthInLetters,Ncount,MeanBigramFrequency,FrequencyInitialDiphone,ConspelV,ConspelN,ConphonV,ConphonN,ConfriendsV,ConfriendsN,ConffV,ConffN,ConfbV,ConfbN,NounFrequency,VerbFrequency,CV,Obstruent,Frication,Voice,FrequencyInitialDiphoneWord,FrequencyInitialDiphoneSyllable,CorrectLexdec
6.639732033,6.59441346,corps,2.87,old,N,5.843544417,3.869463391,0.693147181,0,0,1.098612289,1.791759469,5,1,8.610424,12.86473,1,4.700480366,38,9.775824621,1,4.700480366,0,0,3.63758616,9.769613244,344,0,C,obst,burst,voiceless,10.73963057,11.0250511,28
6.686110604,6.585481762,cove,2.5,old,N,3.63758616,1.258040026,0.693147181,0,0.82675,1.098612289,0,4,12,8.529734,12.86473,17,6.359573869,13,4.700480366,12,4.691347882,1.791759469,6.152732695,0.693147181,0.693147181,50,0,C,obst,burst,voiceless,9.655474811,10.1015184,25
6.561907226,6.479277397,cord,3.83,old,N,4.983606622,0.658150339,2.079441542,0.54668,1.24057,1.945910149,2.63905733,4,9,8.589191,12.86473,6,6.021023349,20,6.238324625,5,4.927253685,0.693147181,5.616771098,2.772588722,5.926926026,196,17,C,obst,burst,voiceless,10.73963057,11.0250511,29
6.613478174,6.42681203,core,3.73,old,N,5.717027701,1.545722098,1.609437912,0.05405,0.34292,2.197224577,1.386294361,4,16,8.977988,12.86473,20,7.870929597,38,9.775824621,20,7.870929597,0,0,2.944438979,9.614738244,323,0,C,obst,burst,voiceless,10.73963057,11.0250511,29
6.613290254,6.494509984,stump,3.33,old,N,4.369447852,0.690618734,1.609437912,0.49207,1.7371,1.945910149,1.386294361,5,3,8.798943,13.30069,14,4.369447852,14,4.369447852,14,4.369447852,0,0,0,0,136,49,C,obst,frication,voiceless,12.42202641,13.1273947,29
6.628570337,6.514564532,spade,2.8,old,N,3.951243719,-0.42073258,1.609437912,0.41458,0.99083,1.609437912,1.945910149,5,4,8.97832,11.50982,11,7.215975003,25,7.590852124,11,7.215975003,0,0,2.708050201,6.429719478,84,0,C,obst,frication,voiceless,12.0300512,12.4928443,30
6.588155892,6.468785092,shade,4.17,old,N,6.03068526,1.658708961,2.079441542,0.80989,1.3977,2.197224577,1.609437912,5,8,9.320479,12.41582,11,7.215975003,25,7.590852124,11,7.215975003,0,0,2.708050201,6.429719478,551,108,C,obst,frication,voiceless,8.838986793,9.02569612,27
6.720051263,6.471727865,club,4.97,old,N,7.374001859,0.168812216,2.48490665,0.24145,0.93387,2.302585093,3.465735903,4,1,7.730015,11.29955,16,5.283203729,16,5.283203729,16,5.283203729,0,0,0,0,2184,26,C,obst,burst,voiceless,11.03059011,11.39345476,28
6.79153602,6.538284531,cone,3.88,old,N,4.143134726,2.1690537,2.197224577,1.12499,0.97316,1.945910149,2.708050201,4,18,8.831977,12.86473,19,8.343315881,29,7.390181428,15,5.659482216,1.609437912,8.272826004,2.708050201,7.195937226,104,0,C,obst,burst,voiceless,9.655474811,10.1015184,29
6.597827598,6.55592572,tart,3.1,old,N,3.951243719,-1.241713132,1.609437912,0.88181,0.91385,1.386294361,1.386294361,4,10,8.797129,12.49891,15,6.857514063,12,7.008505182,11,6.838405201,1.609437912,2.944438979,0.693147181,5.159055299,64,0,C,obst,burst,voiceless,8.247220053,8.428361978,30
6.553121108,6.437911637,part,5.53,old,N,9.093357016,1.309633125,3.33220451,1.49255,0.80637,2.890371758,3.36729583,4,15,8.452421,12.00343,15,6.857514063,12,7.008505182,11,6.838405201,1.609437912,2.944438979,0.693147181,5.159055299,10237,579,C,obst,burst,voiceless,10.66776864,11.01120823,30
6.666816834,6.495869603,screen,4.33,old,N,6.251903883,0.516622741,2.197224577,0.68744,1.3461,2.772588722,3.091042453,6,1,9.550975,11.1627,12,7.999007213,25,6.889591308,11,6.226536669,0.693147181,7.813187268,2.708050201,6.167516491,609,149,C,obst,frication,voiceless,11.12901145,11.57856338,28
6.630023537,6.442221644,meat,5.37,old,N,7.155396302,0.264990661,2.48490665,0.34867,0.26062,1.098612289,3.135494216,4,12,8.854501,13.10751,18,7.02464903,28,7.127693699,14,5.976350909,1.609437912,6.59441346,2.708050201,6.748759547,1339,0,C,cont,short,voiced,11.22482997,11.30028902,30
6.511195401,6.540597005,stool,3.6,old,N,5.075173815,0.15665381,2.197224577,0.71484,0.86481,1.945910149,2.197224577,5,2,9.285131,13.30069,9,6.634633358,18,6.759255271,8,6.621405652,0.693147181,2.397895273,2.397895273,4.718498871,223,0,C,obst,frication,voiceless,12.42202641,13.1273947,30
6.54203959,6.474816194,cork,3.1,old,N,4.262679877,-0.51476153,1.945910149,1.11483,1.07811,1.791759469,1.945910149,4,8,8.480129,12.86473,5,6.677083461,6,3.828641396,4,3.526360525,0.693147181,6.634633358,1.098612289,2.564949357,98,4,C,obst,burst,voiceless,10.73963057,11.0250511,30
6.739679764,6.484940533,naught,3.03,old,N,2.995732274,1.021651248,1.609437912,0.54356,0.04721,0.693147181,0,6,1,8.894064,11.82302,6,5.023880521,15,7.051855623,5,5.017279837,0.693147181,0.693147181,2.397895273,6.91274282,19,0,C,cont,short,voiced,9.34171945,9.959442465,28
6.710486568,6.539007754,cult,3.03,old,N,5.087596335,3.113515309,0.693147181,0,0.58171,1.386294361,1.098612289,4,4,8.005409,11.18774,1,2.48490665,1,2.48490665,1,2.48490665,0,0,0,0,187,0,C,obst,burst,voiceless,11.32661998,11.88135307,29
6.58396232,6.505485062,crop,3.57,old,N,6.148468296,2.228477121,2.302585093,0.35296,1.47881,2.302585093,2.197224577,4,6,8.236075,11.27694,19,6.234410726,21,6.249975242,19,6.234410726,0,0,1.098612289,2.197224577,961,136,C,obst,burst,voiceless,11.08304983,11.59553718,30
6.579681675,6.49375384,corn,3.97,old,N,6.100318952,0.741847663,2.833213344,1.34736,0.29369,2.197224577,4.234106505,4,8,8.562068,12.86473,11,5.476463552,16,5.564520407,11,5.476463552,0,0,1.791759469,3.135494216,434,31,C,obst,burst,voiceless,10.73963057,11.0250511,29
6.738886822,6.592359368,feud,2.97,old,N,3.044522438,1.070441412,1.945910149,0.882,1.50594,1.098612289,0.693147181,4,1,7.45091,11.81574,1,0.693147181,21,5.717027701,1,0.693147181,0,0,3.044522438,5.713732806,43,9,C,obst,frication,voiceless,9.863342412,10.34483447,26
6.713684975,6.506381789,gland,3.07,old,N,3.737669618,1.763588592,1.098612289,0.77935,0.92641,0.693147181,3.850147602,5,2,9.010441,10.43834,13,10.30306872,17,10.30404062,12,10.30303519,0.693147181,0.693147181,1.791759469,3.433987204,120,0,C,obst,burst,voiced,9.495895183,10.00047814,30
6.609632222,6.475124503,maze,3.07,old,N,4.812184355,1.334025933,1.098612289,0.11397,0.30424,0.693147181,0,4,12,7.519802,12.55302,12,3.891820298,32,6.678342115,12,3.891820298,0,0,3.044522438,6.616065185,129,0,C,cont,short,voiced,11.38839346,11.65545748,29
6.630643807,6.43855133,yard,4,old,N,6.458338283,0.900738319,3.091042453,1.91823,0.9752,2.079441542,2.63905733,4,1,7.673637,8.81165,11,5.690359454,14,5.811140993,9,5.602118821,1.098612289,3.258096538,1.791759469,4.158883083,1563,0,C,cont,short,voiced,7.45007957,7.763021309,30
6.830755437,6.592770524,mare,2.57,old,N,4.17438727,1.794841136,2.197224577,0.71236,0.55299,1.098612289,1.791759469,4,18,8.844383,12.55302,21,8.510369966,40,8.943897803,20,6.350885717,0.693147181,8.387995253,3.044522438,8.866299566,73,0,C,cont,short,voiced,9.701310167,10.36605737,28
6.610076741,6.50204014,crow,3.37,old,N,4.007333185,2.033252159,2.302585093,1.28652,1.81698,1.945910149,2.302585093,4,6,8.348739,11.27694,28,8.227108234,41,8.837826364,16,7.33823815,2.564949357,7.69802917,3.258096538,8.58541243,92,54,C,obst,burst,voiceless,11.08304983,11.59553718,28
6.841850492,6.55222254,mane,2.7,old,N,3.828641396,1.85456037,0.693147181,0,0.74249,1.098612289,0,4,15,8.801769,12.55302,13,5.164785974,43,6.793466133,13,5.164785974,0,0,3.433987204,6.576469569,57,0,C,cont,short,voiced,11.38839346,11.65545748,27
6.697972079,6.493451222,louse,2.17,old,N,2.995732274,1.714798428,1.791759469,1.08589,0.93571,1.609437912,3.091042453,5,6,9.213364,12.33756,9,6.415096959,6,6.406879986,6,6.406879986,1.386294361,1.791759469,0,0,54,0,C,cont,short,voiced,8.078998259,9.279306576,29
7.10957713,6.524442976,yang,2.1,old,N,2.564949357,-0.102278849,0.693147181,0,0,0,0,4,2,8.097937,8.81165,0,0,0,0,0,0,0,0,0,0,12,0,C,cont,short,voiced,5.252273428,5.451038454,7
6.6647916,6.500538638,clam,3.37,old,N,2.890371758,0.916290732,2.079441542,1.17843,1.3072,1.609437912,3.218875825,4,6,8.178539,11.29955,19,5.659482216,23,5.789960171,18,5.655991811,0.693147181,0.693147181,1.791759469,3.737669618,45,9,C,obst,burst,voiceless,11.03059011,11.39345476,30
6.517183709,6.484940533,clip,4.23,old,N,4.060443011,-1.45459734,2.397895273,0.66423,1.79326,2.48490665,2.48490665,4,6,8.024807,11.29955,25,5.942799375,28,6.063785209,25,5.942799375,0,0,1.386294361,3.912023005,71,141,C,obst,burst,voiceless,11.03059011,11.39345476,30
6.788160603,6.475432717,clan,3.43,old,N,4.812184355,2.432638221,1.791759469,0.14929,0.79086,0.693147181,0.693147181,4,6,8.537986,11.29955,18,9.101863896,15,9.101083386,15,9.101083386,1.386294361,2.079441542,0,0,160,0,C,obst,burst,voiceless,11.03059011,11.39345476,29
6.635316436,6.398594935,mark,4.78,old,N,6.721425701,-1.200690314,3.610917913,1.70633,1.74089,3.33220451,3.583518938,4,12,8.346524,12.55302,10,5.993961427,11,6.091309882,10,5.993961427,0,0,0.693147181,3.737669618,985,879,C,cont,short,voiced,9.701310167,10.36605737,27
6.569579592,6.462249121,bronze,2.93,old,N,5.620400866,3.240854732,1.098612289,0,0.63575,1.945910149,2.48490665,6,0,8.510982,10.9819,1,2.48490665,4,2.995732274,1,2.48490665,0,0,1.386294361,2.197224577,291,20,C,obst,burst,voiced,11.06810603,11.39766051,30
6.563220628,6.488900934,clap,3.97,old,N,3.970291914,-0.488695762,2.302585093,0.95348,1.73452,2.302585093,1.386294361,4,10,8.140285,11.29955,22,5.099866428,23,5.087596335,21,5.087596335,0.693147181,1.098612289,1.098612289,0,27,208,C,obst,burst,voiceless,11.03059011,11.39345476,29
6.635815313,6.555356892,yarn,2.77,old,N,3.218875825,1.244794799,1.386294361,0.19591,0.86692,1.386294361,1.098612289,4,3,7.646513,8.81165,5,4.060443011,4,3.850147602,4,3.850147602,0.693147181,2.48490665,0,0,32,0,C,cont,short,voiced,7.45007957,7.763021309,30
6.562048535,6.493148513,chalk,4.83,old,N,5.170483995,0.999178392,1.945910149,0.77348,0.55405,1.609437912,2.197224577,5,0,8.991551,12.67433,6,5.552959585,11,5.609471795,6,5.552959585,0,0,1.791759469,2.772588722,170,22,C,obst,frication,voiceless,6.001414878,6.025865974,29
6.571331041,6.483107351,hulk,2.03,old,N,3.091042453,-0.75484075,1.098612289,0.93773,0.90717,1.386294361,0,4,5,7.788747,10.63718,4,2.995732274,4,2.995732274,4,2.995732274,0,0,0,0,31,0,C,obst,frication,voiceless,9.623112055,9.885119895,28
6.69034526,6.489812649,wealth,4.43,old,N,6.947937069,4.057565311,1.609437912,0.85141,0,1.609437912,0.693147181,6,1,9.805853,12.52566,3,4.890349128,3,4.890349128,3,4.890349128,0,0,0,0,1040,0,C,cont,short,voiced,11.51039226,11.64805059,30
6.556934594,6.4314921,jeep,4.33,old,N,4.859812404,2.192584198,0.693147181,0,0.75928,0.693147181,0,4,7,7.432397,9.70814,14,6.28785856,19,6.385194399,14,6.28785856,0,0,1.791759469,4.025351691,164,0,C,obst,frication,voiced,8.485496105,8.740656692,28
6.716473701,6.501289671,hull,1.97,old,N,3.850147602,-0.475308681,1.098612289,0,0.838,1.609437912,0,4,14,8.270939,10.63718,12,5.872117789,9,4.094344562,9,4.094344562,1.386294361,5.690359454,0,0,57,1,C,obst,frication,voiceless,9.623112055,9.885119895,29
6.616560377,6.494207595,claw,3.6,old,N,4.110873864,-0.214582419,1.609437912,0.03558,1.79094,2.197224577,2.197224577,4,7,7.98911,11.29955,19,6.684611728,20,6.690842277,19,6.684611728,0,0,0.693147181,1.791759469,162,104,C,obst,burst,voiceless,11.03059011,11.39345476,30
6.973814518,6.442858587,hone,2.07,old,N,2.197224577,0.223143551,1.098612289,0,1.57235,1.386294361,0,4,12,8.845233,12.69734,19,8.343315881,29,7.390181428,15,5.659482216,1.609437912,8.272826004,2.708050201,7.195937226,6,15,C,obst,frication,voiceless,10.64000548,10.71685923,21
6.796030107,6.45267967,mart,4,old,N,2.564949357,0.185403223,0.693147181,0,0.39124,0.693147181,0.693147181,4,12,8.556966,12.55302,15,6.857514063,12,7.008505182,11,6.838405201,1.609437912,2.944438979,0.693147181,5.159055299,13,0,C,cont,short,voiced,9.701310167,10.36605737,24
6.558878422,6.457397402,clay,3.57,old,N,5.92157842,0.748824276,1.609437912,0.1199,0,1.386294361,2.564949357,4,4,8.224109,11.29955,32,8.414495793,49,10.35475424,31,8.414495793,0.693147181,0,2.944438979,10.19969567,372,0,C,obst,burst,voiceless,11.03059011,11.39345476,29
6.706165272,6.54448722,phrase,4.97,old,N,6.419994928,2.305847739,2.197224577,0.1717,1.11731,1.609437912,2.197224577,6,0,9.186279,10.3483,6,6.37331979,32,6.678342115,2,4.709530201,1.609437912,6.165417854,3.433987204,6.529418838,811,59,C,obst,frication,voiceless,12.68663595,12.77547468,30
6.780898703,6.518114306,feat,2.83,old,N,4.584967479,3.304033633,0.693147181,0,0.85011,0.693147181,0.693147181,4,9,8.676789,11.81574,18,7.02464903,28,7.127693699,14,5.976350909,1.609437912,6.59441346,2.708050201,6.748759547,134,0,C,obst,frication,voiceless,10.3571077,10.48634542,28
6.669891414,6.483565962,barge,3.23,old,N,4.158883083,0.932039089,1.791759469,0.20973,1.6416,1.386294361,1.386294361,5,4,8.777076,11.48169,4,6.196444128,4,6.196444128,4,6.196444128,0,0,0,0,85,31,C,obst,burst,voiced,8.98682175,9.154933365,29
6.531416841,6.386710955,horn,3.87,old,N,5.117993812,1.272110609,2.944438979,1.78467,0.99944,2.48490665,2.890371758,4,5,8.575323,12.69734,11,5.476463552,16,5.564520407,11,5.476463552,0,0,1.791759469,3.135494216,323,0,C,obst,frication,voiceless,9.05438807,9.14825218,30
6.578195099,6.391079242,match,4.67,old,N,6.927557906,0.161827127,2.995732274,0.39353,1.43636,2.890371758,2.564949357,5,8,8.904898,12.55302,10,5.332718793,9,4.836281907,9,4.836281907,0.693147181,4.406719247,0,0,1020,555,C,cont,short,voiced,11.17956239,11.50541735,29
6.756118104,6.480964384,birch,2.43,old,N,3.80666249,1.427116356,1.386294361,0.11468,1.0008,1.791759469,3.465735903,5,2,8.585284,10.91272,2,1.098612289,6,6.042632834,2,1.098612289,0,0,1.609437912,6.03787092,63,1,C,obst,burst,voiced,9.045347797,9.322418275,30
6.73265161,6.657754273,plume,2.3,old,N,2.833213344,1.552279499,1.609437912,1.21345,1.11591,2.197224577,2.079441542,5,0,8.603165,11.92678,4,1.386294361,17,6.390240667,4,1.386294361,0,0,2.63905733,6.385194399,57,3,C,obst,burst,voiceless,11.79633593,12.16309207,27
6.512324657,6.454254722,hide,4.55,old,N,6.361302478,0.649551833,2.48490665,0.57464,2.00267,2.079441542,1.098612289,4,9,8.674002,13.19451,13,6.558197803,27,7.033506484,13,6.558197803,0,0,2.708050201,6.063785209,78,1804,C,obst,frication,voiceless,9.77934056,10.17080109,28
6.606825846,6.554930058,seed,4,old,N,6.212606096,1.060471239,2.890371758,0.99358,1.16835,2.48490665,3.63758616,4,11,8.850139,13.13741,16,6.519147288,24,6.760414691,16,6.519147288,0,0,2.197224577,5.225746674,870,25,C,obst,frication,voiceless,11.51558193,11.68499465,30
6.500343277,6.379783496,hill,4.77,old,N,7.138073034,0.401818073,2.48490665,0.9878,0.97574,1.609437912,0.693147181,4,15,8.721979,13.19451,28,8.192847135,31,8.194229305,28,8.192847135,0,0,1.386294361,1.791759469,2127,0,C,obst,frication,voiceless,12.02770526,12.03854117,30
6.852908309,6.463809184,dill,2.87,old,N,2.079441542,-0.587786665,0.693147181,0,0,1.098612289,1.386294361,4,14,8.472822,12.35184,28,8.192847135,31,8.194229305,28,8.192847135,0,0,1.386294361,1.791759469,7,0,C,obst,burst,voiced,12.13900827,12.82768892,27
6.516636765,6.442540166,oil,4.07,old,N,7.704361168,1.488953389,3.36729583,0.47744,0.40472,1.791759469,5.075173815,3,1,7.494336,11.0393,9,5.267858159,10,5.267858159,8,4.615120517,0,0,0.693147181,0,2288,69,V,cont,long,voiced,7.802209316,7.826842098,30
6.671779749,6.442699389,mule,2.8,old,N,4.418840608,0.940682185,1.791759469,0.2951,0.99896,1.098612289,1.609437912,4,7,8.310635,11.10166,4,4.356708827,18,6.759255271,4,4.356708827,0,0,2.708050201,6.665683718,158,0,C,cont,short,voiced,8.725507328,10.00274448,30
6.531882953,6.457083578,oak,3.27,old,N,5.541263545,0.704981638,1.386294361,0.24864,0.6449,1.386294361,4.700480366,3,4,7.138708,10.43652,4,3.295836866,19,5.814130532,3,2.48490665,0,0,2.772588722,5.733341277,304,0,V,cont,long,voiced,5.786897381,5.855071922,29
6.597241195,6.480964384,flesh,3.63,old,N,6.836259277,2.336449607,2.302585093,0.71697,0,1.098612289,1.791759469,5,3,9.012559,10.59918,4,4.934473933,4,4.941642423,3,4.934473933,0.693147181,0,0.693147181,0.693147181,930,0,C,obst,frication,voiceless,10.4256388,10.93214222,30
6.829209783,6.474816194,crypt,2.57,old,N,3.258096538,1.977162693,1.609437912,1.03514,0.70884,0.693147181,0,5,0,8.03793,11.27694,1,0.693147181,3,2.564949357,1,0.693147181,0,0,1.098612289,2.48490665,31,0,C,obst,burst,voiceless,11.08304983,11.59553718,28
6.697367525,6.449838311,rank,4.47,old,N,5.983936281,1.869789091,2.302585093,0.14398,1.32066,2.564949357,2.48490665,4,10,8.386675,12.61695,22,5.749392986,25,5.765191103,21,5.669880923,0,0,1.386294361,1.791759469,446,126,C,cont,short,voiced,9.423514392,9.974039208,30
6.833085611,6.581470969,guise,2.34,old,N,4.158883083,2.877949238,1.386294361,0.93449,0.63431,0.693147181,0,5,2,8.666507,10.6147,3,2.48490665,25,6.776506992,1,1.945910149,1.098612289,1.791759469,3.218875825,6.769641977,75,0,C,obst,burst,voiced,7.796057974,8.122668023,21
6.766076501,6.497980899,keel,2.73,old,N,3.713572067,1.334025933,1.098612289,0.14855,0.55863,1.386294361,1.945910149,4,6,8.131901,12.17537,10,5.843544417,23,6.313548046,10,5.843544417,0,0,2.63905733,5.33753808,46,0,C,obst,burst,voiceless,9.603935308,9.63939179,29
6.669231557,6.461936817,seal,3.73,old,N,5.379897354,0.963469292,1.791759469,0.13763,1.68449,2.708050201,3.401197382,4,12,8.89542,13.13741,13,5.33753808,23,6.313548046,13,5.33753808,0,0,2.397895273,5.843544417,255,324,C,obst,frication,voiceless,11.51558193,11.68499465,29
6.5290246,6.411325535,ice,5.13,old,N,6.840546529,0.170540954,4.007333185,1.53575,0.39855,2.197224577,3.912023005,3,3,7.886951,12.68563,15,6.045005314,17,6.047372179,14,5.932245187,0,0,1.098612289,0.693147181,944,56,V,cont,long,voiced,7.060476366,7.116394144,30
6.72392859,6.622603336,seam,3.17,old,N,3.80666249,1.139434283,2.197224577,1.22585,1.5324,1.791759469,1.386294361,4,7,8.65776,13.13741,11,5.645446898,15,6.398594935,10,5.645446898,0.693147181,0,1.791759469,5.765191103,106,26,C,obst,frication,voiceless,11.51558193,11.68499465,24
6.706568895,6.473427626,keen,2.72,old,N,6.163314804,0.046099052,1.791759469,0.67524,0.54291,2.197224577,0,4,2,8.287925,12.17537,12,7.999007213,25,6.889591308,11,6.226536669,0.693147181,7.813187268,2.708050201,6.167516491,1,10,C,obst,burst,voiceless,9.603935308,9.63939179,29
6.717889335,6.486770359,cub,2.67,old,N,3.850147602,0.777454287,1.098612289,0.1,0.96779,1.609437912,1.945910149,3,13,7.069995,11.18774,16,5.283203729,16,5.283203729,15,5.283203729,0,0,0,0,76,0,C,obst,burst,voiceless,11.32661998,11.88135307,27
6.774052443,6.447939576,hilt,1.93,old,N,2.995732274,0.328504067,0.693147181,0,0.2864,0.693147181,0.693147181,4,12,8.405843,13.19451,11,2.890371758,13,5.036952602,11,2.890371758,0,0,1.098612289,4.919980926,20,0,C,obst,frication,voiceless,12.02770526,12.03854117,27
6.902662332,6.506680519,cud,1.97,old,N,2.944438979,1.663505134,0.693147181,0,0,1.098612289,0,3,10,7.075739,11.18774,8,3.988984047,10,5.267858159,7,3.970291914,0,0,1.098612289,4.94875989,18,0,C,obst,burst,voiceless,11.32661998,11.88135307,24
6.599475864,6.509811812,lapse,3.1,old,N,4.430816799,1.070441412,2.397895273,1.2626,1.61958,2.302585093,0,5,0,8.651538,12.44231,2,1.945910149,16,3.931825633,2,1.945910149,0,0,2.708050201,3.80666249,82,74,C,cont,short,voiced,9.963264757,10.55602105,28
6.615007062,6.494661144,cue,3.47,old,N,4.605170186,1.937941979,1.609437912,0.44424,0.68404,1.791759469,1.386294361,3,4,7.154021,11.18774,11,6.343880434,66,10.59975486,10,6.343880434,0,0,4.025351691,10.58549795,121,0,C,obst,burst,voiceless,9.506883073,10.98262816,29
6.566025244,6.470644693,gear,4.2,old,N,6.00635316,0.434959873,2.397895273,0.454,1.32508,1.609437912,3.258096538,4,10,8.533746,12.28805,21,7.434257382,36,7.824845691,17,7.367708572,1.609437912,4.700480366,2.995732274,6.823286122,462,122,C,obst,burst,voiced,6.559615237,6.70073111,28
6.643568354,6.463965057,arch,4.03,old,N,5.493061443,0.746391695,2.772588722,2.1968,1.70729,1.945910149,4.025351691,4,0,8.56894,13.29079,5,4.927253685,5,4.927253685,5,4.927253685,0,0,0,0,308,150,V,cont,long,voiced,6.408528791,6.523562306,30
6.603713446,6.495718625,cab,4.27,old,N,5.187385806,1.073238616,2.079441542,0.74299,0.51313,1.386294361,1.098612289,3,16,7.592999,12.5702,16,3.970291914,14,3.970291914,13,3.713572067,1.098612289,0,0,0,201,0,C,obst,burst,voiceless,11.67705759,11.85207269,29
6.597350319,6.493299879,seat,5.4,old,N,7.242082359,0.567520967,2.48490665,0.14236,1.38449,2.397895273,3.218875825,4,10,8.961393,13.13741,18,7.02464903,28,7.127693699,14,5.976350909,1.609437912,6.59441346,2.708050201,6.748759547,1944,336,C,obst,frication,voiceless,11.51558193,11.68499465,27
6.918071879,6.602452198,feint,1.73,old,N,2.708050201,1.427116356,1.098612289,0,1.81895,1.098612289,0,5,1,9.182638,11.81574,1,1.098612289,7,4.543294782,1,1.098612289,0,0,1.945910149,4.521788577,15,14,C,obst,frication,voiceless,10.28178699,10.54312847,19
6.551266032,6.540019388,thigh,4.4,old,N,5.429345629,1.84582669,1.098612289,0.01976,0.98512,1.098612289,1.609437912,5,0,9.535016,14.65437,4,6.251903883,42,9.516132464,4,6.251903883,0,0,3.663561646,9.47723283,530,0,C,obst,frication,voiceless,6.338594078,6.73459166,30
6.642525914,6.395094639,raft,3.2,old,N,4.060443011,0.987749696,1.609437912,0.39751,0.84711,1.609437912,1.386294361,4,6,7.860632,12.61695,9,4.234106505,9,4.248495242,8,4.234106505,0.693147181,0,0.693147181,0.693147181,69,2,C,cont,short,voiced,9.270870872,10.0452475,30
6.809127602,6.428751268,cad,1.7,old,N,2.564949357,0.590868331,1.098612289,0.78713,0.39124,0.693147181,0,3,18,7.725143,12.5702,19,8.605020902,18,8.617943095,15,8.601718146,1.386294361,2.944438979,1.098612289,4.49980967,13,0,C,obst,burst,voiceless,11.67705759,11.85207269,25
6.565687416,6.471882508,monk,2.97,old,N,4.262679877,0.416796674,1.098612289,0.16233,0.9845,0.693147181,0,4,4,8.358595,12.23054,3,2.833213344,18,4.663439094,1,2.833213344,1.098612289,0,2.890371758,4.49980967,164,0,C,cont,short,voiced,11.57229754,11.73079111,30
6.704279542,6.462249121,mite,2.47,old,N,3.33220451,1.358123484,0.693147181,0,0.68404,1.098612289,1.791759469,4,13,8.689234,11.99945,13,6.805722553,33,8.143517406,13,6.805722553,0,0,3.044522438,7.839525582,33,0,C,cont,short,voiced,11.28071594,11.394536,27
6.593044534,6.515749191,grave,3.23,old,N,6.293419279,1.645189603,2.397895273,1.74861,0.96396,2.197224577,1.098612289,5,9,8.829267,11.50271,17,8.399085103,17,6.22059017,16,6.21860012,0.693147181,8.279443488,0.693147181,0.693147181,385,0,C,obst,burst,voiced,11.31994733,11.7487167,29
6.594509214,6.413458957,mile,5.1,old,N,6.431331082,0.146450931,1.791759469,0.26095,0.72517,2.197224577,2.708050201,4,16,8.485086,11.99945,11,6.821107472,19,6.937314081,11,6.821107472,0,0,2.197224577,4.736198448,3075,0,C,cont,short,voiced,11.28071594,11.394536,29
6.549893917,6.439989145,cup,6.33,old,N,6.992096427,-0.91024307,3.044522438,1.17664,0.95982,2.48490665,3.737669618,3,8,7.239461,11.18774,4,7.572502985,4,7.572502985,3,7.549082711,0,0,0,0,1375,71,C,obst,burst,voiceless,11.32661998,11.88135307,30
6.704965674,6.501589926,ward,2.87,old,N,6.102558595,0.870381031,4.543294782,2.17528,0.69957,1.791759469,1.386294361,4,11,8.5998,12.79014,11,5.690359454,20,6.238324625,2,3.258096538,2.302585093,5.602118821,2.944438979,6.188264123,550,0,C,cont,short,voiced,10.59443231,10.97207009,29
6.797147688,6.49011637,aide,3.27,old,N,4.615120517,2.641039491,0.693147181,0,0.98655,1.098612289,1.098612289,4,0,8.686782,12.34707,1,2.302585093,25,7.590852124,1,2.302585093,0,0,3.218875825,7.586296307,176,0,V,cont,long,voiced,7.268223021,7.28756064,28
6.70073111,6.388729459,ware,2.7,old,N,3.044522438,-0.028170877,2.833213344,2.52632,0.89357,1.386294361,1.098612289,4,17,8.988597,12.79014,21,8.510369966,40,8.943897803,20,6.350885717,0.693147181,8.387995253,3.044522438,8.866299566,28,1,C,cont,short,voiced,10.84384631,11.33972617,29
6.86146,6.475124503,wand,2.5,old,N,3.36729583,0.700067623,0.693147181,0,0.80039,1.098612289,0,4,10,9.061993,12.79014,13,10.30306872,8,4.700480366,1,0.693147181,2.564949357,10.30303519,2.079441542,4.691347882,37,0,C,cont,short,voiced,11.53713991,11.66346391,29
7.003974137,6.54203959,cam,1.43,old,N,3.433987204,-0.891469079,1.098612289,0.422,0.33729,0.693147181,1.098612289,3,13,7.579917,12.5702,19,5.659482216,23,5.789960171,17,5.65248918,0.693147181,0.693147181,1.791759469,3.737669618,32,0,C,obst,burst,voiceless,11.67705759,11.85207269,11
6.857556123,6.479123893,cur,1.73,old,N,2.079441542,-0.993251773,1.386294361,0.50326,0.54356,0.693147181,0,3,7,7.468554,11.18774,6,3.433987204,18,8.830543011,5,3.401197382,0,0,2.564949357,8.826147399,8,0,C,obst,burst,voiceless,8.649623979,9.323222529,23
6.518852259,6.525176275,style,5.03,old,N,7.362010551,1.408247871,2.890371758,0.71618,0.85727,2.48490665,2.397895273,5,4,8.608318,13.30069,1,4.59511985,19,6.937314081,1,4.59511985,0,0,2.944438979,6.837332815,1876,85,C,obst,frication,voiceless,12.42202641,13.1273947,30
